YEAR,FIRM,SALE,XOPR
2013,VCEL,0,20
2014,VCEL,29,44
2015,VCEL,51,66
2016,VCEL,54,69
2017,VCEL,64,77
2018,VCEL,91,93
2010,CIEN,1237,1255
2011,CIEN,1742,1708
2012,CIEN,1834,1780
2013,CIEN,2083,1958
2014,CIEN,2288,2136
2015,CIEN,2446,2182
2016,CIEN,2601,2303
2017,CIEN,2802,2450
2018,CIEN,3094,2735
2019,CIEN,3572,3083
2010,GNRL,158,140
2011,GNRL,156,129
2010,SLGN,3072,2620
2011,SLGN,3509,3005
2012,SLGN,3588,3088
2013,SLGN,3709,3200
2014,SLGN,3912,3388
2015,SLGN,3764,3288
2016,SLGN,3613,3150
2017,SLGN,4090,3513
2018,SLGN,4449,3876
2010,OVRL,78,90
2011,OVRL,70,84
2012,OVRL,60,75
2013,OVRL,48,65
2014,OVRL,66,85
2009,NMGC,2,4
2010,PFTI,3,4
2011,PFTI,3,4
2012,PFTI,3,4
2013,PFTI,3,4
2014,PFTI,3,4
2015,PFTI,2,3
2016,PFTI,2,3
2017,PFTI,2,3
2018,PFTI,4,4
2010,CTIC,0,73
2011,CTIC,0,71
2012,CTIC,0,69
2013,CTIC,35,74
2014,CTIC,60,123
2015,CTIC,16,132
2016,CTIC,57,112
2017,CTIC,25,60
2018,CTIC,26,58
2010,APWC,469,432
2011,APWC,472,451
2012,APWC,462,438
2013,APWC,461,438
2014,APWC,451,440
2015,APWC,390,388
2016,APWC,385,375
2017,APWC,425,408
2018,APWC,426,413
2010,ALTI,8,26
2011,ALTI,5,24
2012,ALTI,2,19
2013,ALTI,0,0
2014,ALTI,0,0
2015,ALTI,14,26
2010,GIFI,248,214
2011,GIFI,308,283
2012,GIFI,521,489
2013,GIFI,608,571
2014,GIFI,507,453
2015,GIFI,306,286
2016,GIFI,286,256
2017,GIFI,171,219
2018,GIFI,221,237
2010,AGUNF,234,185
2011,AGUNF,241,197
2009,MEAD,23,26
2010,MEAD,26,27
2011,MEAD,22,22
2012,MEAD,17,21
2010,RMCP,0,2
2011,RMCP,0,4
2012,RMCP,0,4
2013,RMCP,0,4
2011,IDND,0,0
2012,IDND,0,2
2013,IDND,0,2
2014,IDND,0,2
2010,VCST,17,17
2011,VCST,14,15
2012,VCST,12,13
2011,TRRVF,0,0
2012,TRRVF,71,57
2013,TRRVF,47,38
2014,TRRVF,132,108
2015,TRRVF,195,161
2016,TRRVF,179,155
2017,TRRVF,193,168
2018,TRRVF,270,229
2019,TRRVF,306,257
2010,EMKR,191,198
2011,EMKR,201,215
2012,EMKR,164,191
2013,EMKR,168,178
2014,EMKR,175,181
2015,EMKR,82,82
2016,EMKR,92,88
2017,EMKR,123,109
2018,EMKR,86,98
2019,EMKR,87,106
2010,RBCL,28,27
2011,RBCL,28,28
2012,RBCL,25,26
2013,RBCL,25,26
2014,RBCL,28,28
2010,BKYI,4,5
2011,BKYI,4,5
2012,BKYI,4,4
2013,BKYI,2,4
2014,BKYI,4,6
2015,BKYI,5,7
2016,BKYI,3,7
2017,BKYI,6,9
2018,BKYI,4,9
2009,XPLR,22,25
2010,XPLR,18,20
2011,XPLR,28,27
2012,XPLR,30,30
2013,XPLR,36,37
2014,XPLR,43,41
2015,XPLR,101,98
2016,XPLR,78,78
2017,XPLR,87,84
2010,UNVC,0,0
2010,HTPRF,3,5
2011,HTPRF,2,4
2012,HTPRF,30,29
2013,HTPRF,28,26
2014,HTPRF,34,34
2015,HTPRF,39,38
2016,HTPRF,9,13
2017,HTPRF,0,4
2018,HTPRF,1,3
2010,TRBD,0,1
2011,TRBD,0,1
2010,ALV,7171,6002
2011,ALV,8232,7065
2012,ALV,8267,7190
2013,ALV,8803,7712
2014,ALV,9241,8098
2015,ALV,9170,7960
2016,ALV,10074,8802
2017,ALV,10383,9085
2018,ALV,8678,7439
2019,ALV,8548,7429
2009,SHF,205,173
2010,SHF,214,187
2011,SHF,259,223
2015,IMLFF,0,0
2016,IMLFF,0,2
2017,IMLFF,0,4
2018,IMLFF,0,8
2019,IMLFF,0,14
2010,KNL,809,718
2011,KNL,922,807
2012,KNL,887,784
2013,KNL,863,791
2014,KNL,1050,945
2015,KNL,1104,970
2016,KNL,1164,1006
